time,high,low,open,volumefrom,volumeto,close
2021-02-28,46645.9,43061.92,46191.39,62249.5,2776726256.13,45261.03
2021-03-01,49812.2,45058.98,45261.03,65660.6,3146266419.71,49635.07
2021-03-02,50221.14,47097.84,49635.07,43281.84,2105387914.68,48501.21
2021-03-03,52625.39,48176.64,48501.21,51572.27,2615513552.66,50392.55
2021-03-04,51792.65,47516.91,50392.55,61387.71,3024053725.58,48363.74
2021-03-05,49467.19,46311.43,48363.74,60955.82,2907395734.68,48775.37
2021-03-06,49185.32,47099.07,48775.37,25116.42,1214194643.85,48892.8
2021-03-07,51455.54,48892.8,48892.8,32958.26,1658558074.88,50964.18
2021-03-08,52408.08,49341.09,50964.18,48084.28,2445827949.75,52405.02
2021-03-09,54933.93,51888.98,52405.02,53740.22,2898199576.25,54928.7
2021-03-10,57396.59,53054.34,54928.7,70138.56,3898251700.72,55893.31
2021-03-11,58142.77,54314.65,55893.31,59202.98,3340389094.49,57809.41
2021-03-12,58069.58,55089.68,57809.41,54282.31,3079097934.08,57256.22
2021-03-13,61749.15,56103.32,57256.22,57862.75,3439594034.95,61179.79
2021-03-14,61674.66,58980.95,61179.79,34886.85,2105197604.06,58998.89
2021-03-15,60589.17,54857.68,58998.89,75161.15,4297382088.92,55665.01
2021-03-16,56936.04,53269.13,55665.01,62540.93,3441195999.4,56925.01
2021-03-17,58975.28,54156.11,56925.01,62035.71,3493543493.16,58909.0
2021-03-18,60077.79,57022.2,58909.0,54289.71,3178687259.25,57643.32
2021-03-19,59453.32,56283.37,57643.32,41182.41,2397999967.37,58060.21
2021-03-20,59911.7,57837.79,58060.21,28696.46,1687922804.56,58101.34
2021-03-21,58621.34,55635.61,58101.34,34236.52,1958214099.07,57374.95
2021-03-22,58431.44,53795.78,57374.95,51098.9,2865346861.49,54095.36
2021-03-23,55836.27,52984.36,54095.36,44780.24,2444787014.61,54355.45
2021-03-24,57202.53,51685.15,54355.45,62596.16,3420695083.54,52303.02
2021-03-25,53199.52,50406.31,52303.02,69776.36,3617760373.16,51336.09
2021-03-26,55083.9,51275.54,51336.09,46165.63,2461374478.26,55055.43
2021-03-27,56606.78,53991.0,55055.43,27392.29,1514783182.02,55863.73
2021-03-28,56561.55,54717.97,55863.73,24145.77,1345583216.95,55781.01
2021-03-29,58413.9,54910.57,55781.01,51547.9,2950020309.68,57626.1
2021-03-30,59402.27,57055.21,57626.1,35315.45,2064647135.86,58781.54
2021-03-31,59818.5,56918.81,58781.54,46494.48,2727194335.71,58793.8
2021-04-01,59469.45,57949.11,58793.8,28027.66,1648724834.05,58730.82
2021-04-02,60061.51,58458.46,58730.82,29748.03,1765524921.41,58987.8
2021-04-03,59770.87,56958.04,58987.8,25104.9,1470430519.81,57074.97
2021-04-04,58493.73,56493.38,57074.97,19002.99,1093079652.2,58219.43
2021-04-05,59235.68,56833.44,58219.43,24696.26,1439529332.47,59119.56
2021-04-06,59464.31,57369.44,59119.56,26304.15,1535666142.46,58010.35
2021-04-07,58628.19,55467.58,58010.35,50347.59,2855410824.81,55951.98
2021-04-08,58150.23,55711.07,55951.98,25461.84,1458096433.7,58084.46
2021-04-09,58881.94,57694.22,58084.46,21314.29,1241735091.75,58106.85
2021-04-10,61193.5,57885.43,58106.85,38726.18,2322058695.22,59784.8
2021-04-11,60673.37,59218.25,59784.8,20365.62,1218894531.01,59980.45
2021-04-12,61233.29,59421.37,59980.45,31804.9,1913098388.79,59845.76
2021-04-13,63682.32,59811.31,59845.76,52964.84,3299086696.94,63558.48
2021-04-14,64859.81,61312.98,63558.48,64272.96,4066819695.96,62964.27
2021-04-15,63826.89,62038.33,62964.27,34089.46,2146219571.03,63233.03
2021-04-16,63567.11,60048.13,63233.03,57540.3,3544777400.64,61416.41
2021-04-17,62541.21,59712.92,61416.41,34261.66,2093039585.66,60056.07
2021-04-18,60393.33,52785.1,60056.07,112545.94,6264051811.58,56246.82
2021-04-19,57590.64,54291.08,56246.82,48650.49,2732647682.18,55680.11
2021-04-20,57101.05,53429.73,55680.11,55866.75,3091319805.6,56496.06
2021-04-21,56801.94,53640.81,56496.06,41813.35,2312255459.33,53803.25
2021-04-22,55458.61,50519.78,53803.25,84222.11,4488994737.96,51717.61
2021-04-23,52112.75,47495.24,51717.61,105510.21,5241192198.03,51178.03
2021-04-24,51223.86,48769.48,51178.03,33894.94,1695108976.06,50115.99
2021-04-25,50576.4,47073.07,50115.99,44241.37,2176241676.28,49120.97
2021-04-26,54389.71,48843.41,49120.97,61603.5,3254396664.97,54062.29
2021-04-27,55490.94,53357.59,54062.29,40602.56,2220077233.11,55073.48
2021-04-28,56461.55,53886.63,55073.48,42647.15,2339383717.48,54877.94
2021-04-29,55217.24,52399.42,54877.94,43948.76,2359198137.55,53581.58
2021-04-30,57984.34,53089.93,53581.58,48771.0,2719315702.2,57757.97
2021-05-01,58498.65,57057.4,57757.97,26146.3,1511783659.93,57843.16
2021-05-02,57934.82,56092.72,57843.16,21671.56,1230710822.31,56623.51
2021-05-03,58963.84,56531.6,56623.51,41015.04,2371465902.34,57195.07
2021-05-04,57226.81,53108.04,57195.07,64556.47,3556756117.3,53244.07
2021-05-05,57944.11,52978.89,53244.07,56998.25,3200062630.96,57506.88
2021-05-06,58392.76,55299.4,57506.88,50632.92,2878647496.02,56441.94
2021-05-07,58695.29,55311.16,56441.94,42812.69,2439662460.45,57374.33
2021-05-08,59521.69,56985.44,57374.33,37728.82,2211507566.18,58943.13
2021-05-09,59276.99,56350.98,58943.13,45716.87,2645394205.33,58294.18
2021-05-10,59587.03,54239.16,58294.18,71168.05,4067497161.41,55870.01
2021-05-11,56928.37,54490.38,55870.01,42949.94,2395231325.24,56747.52
2021-05-12,58005.44,49182.89,56747.52,74345.74,4035173480.67,49504.08
2021-05-13,51377.99,47029.73,49504.08,119769.29,5919941739.84,49700.6
2021-05-14,51554.66,48910.06,49700.6,42891.66,2156016499.66,49887.96
2021-05-15,50710.05,46606.18,49887.96,53332.47,2591003797.63,46775.29
2021-05-16,49808.83,43918.69,46775.29,79337.9,3693969204.75,46490.71
2021-05-17,46665.19,42130.83,46490.71,134127.17,5896147491.21,43552.14
2021-05-18,45819.36,42309.39,43552.14,71930.7,3159184422.64,42886.02
2021-05-19,43564.34,29925.2,42886.02,290986.06,11120220854.77,36771.87
2021-05-20,42520.03,35009.25,36771.87,139648.53,5531454912.79,40597.4
2021-05-21,42252.07,33552.8,40597.4,120589.87,4573692788.95,37350.39
2021-05-22,38841.92,35287.71,37350.39,74964.98,2808008188.27,37491.5
2021-05-23,38304.55,31157.18,37491.5,131584.71,4494413873.1,34716.84
2021-05-24,39945.35,34467.32,34716.84,106765.14,3981461441.04,38837.76
2021-05-25,39842.9,36509.09,38837.76,66530.67,2529569055.97,38387.36
2021-05-26,40854.81,37855.81,38387.36,66483.59,2607759779.42,39295.08
2021-05-27,40408.95,37211.84,39295.08,46474.62,1804036815.09,38538.84
2021-05-28,38879.6,34733.76,38538.84,85345.66,3104364367.82,35680.92
2021-05-29,37307.1,33666.06,35680.92,60616.25,2127790128.94,34611.58
2021-05-30,36481.62,33400.65,34611.58,37522.16,1325408340.1,35662.59
2021-05-31,37512.8,34202.86,35662.59,50306.62,1821662523.97,37290.83
2021-06-01,37910.19,35733.52,37290.83,44444.78,1626268789.21,36683.51
2021-06-02,38225.18,35935.34,36683.51,39948.44,1494571249.19,37576.98
2021-06-03,39482.46,37199.92,37576.98,41098.93,1586641442.02,39229.66
2021-06-04,39273.49,35617.03,39229.66,49661.48,1837944242.33,36861.5
2021-06-05,37911.76,34846.16,36861.5,39864.17,1444088532.56,35538.4
2021-06-06,36453.81,35264.34,35538.4,27469.69,986275148.28,35798.57
2021-06-07,36790.39,33367.12,35798.57,52209.55,1850311020.63,33582.86
2021-06-08,34061.09,31034.35,33582.86,88483.79,2890313261.68,33409.38
2021-06-09,37528.42,32435.18,33409.38,92280.57,3249553573.38,37391.58
2021-06-10,38387.2,35821.05,37391.58,63052.49,2338112083.52,36680.78
2021-06-11,37665.85,35981.84,36680.78,43119.67,1596038876.7,37339.98
2021-06-12,37445.32,34655.21,37339.98,40619.14,1450138289.51,35541.78
2021-06-13,39374.68,34802.24,35541.78,46353.98,1727291768.5,39017.37
2021-06-14,41025.42,38755.79,39017.37,68729.09,2740589573.6,40526.63
2021-06-15,41307.06,39526.69,40526.63,48248.1,1943860792.12,40161.86
2021-06-16,40487.98,38122.04,40161.86,48107.62,1883613058.48,38345.41
2021-06-17,39537.42,37386.57,38345.41,41591.09,1599770630.8,38082.3
2021-06-18,38201.23,35158.89,38082.3,60242.99,2207651943.63,35830.29
2021-06-19,36443.26,34863.17,35830.29,44782.25,1601193146.33,35515.38
2021-06-20,36139.95,33377.82,35515.38,56525.29,1964614466.35,35602.26
2021-06-21,35760.61,31284.7,35602.26,111039.05,3650731161.39,31652.62
2021-06-22,33312.87,28908.07,31652.62,129940.61,4060734244.07,32537.58
2021-06-23,34831.93,31790.02,32537.58,60338.69,2037061709.14,33678.64
2021-06-24,35267.23,32340.83,33678.64,38755.56,1311147481.02,34649.84
2021-06-25,35494.5,31290.25,34649.84,91636.1,3027434524.39,31593.86
2021-06-26,32680.58,30190.9,31593.86,58331.1,1826363014.48,32307.35
2021-06-27,34754.5,32031.15,32307.35,60403.96,2002954688.79,34713.81
2021-06-28,35292.57,33890.86,34713.81,41259.21,1424168416.33,34487.11
2021-06-29,36624.75,34243.82,34487.11,44215.51,1578253520.29,35901.41
2021-06-30,36090.37,34062.04,35901.41,39796.96,1388243727.19,35056.39
2021-07-01,35065.41,32757.33,35056.39,36889.93,1238732543.23,33543.11
2021-07-02,33968.47,32715.18,33543.11,33082.4,1102040372.36,33804.54
2021-07-03,34944.91,33333.05,33804.54,17319.23,595117204.83,34682.84
2021-07-04,35945.36,34390.95,34682.84,15950.93,563891553.21,35287.97
2021-07-05,35290.8,33151.51,35287.97,31526.39,1072690410.4,33702.79
2021-07-06,35096.65,33558.75,33702.79,32844.8,1123145329.6,34237.66
2021-07-07,35066.82,33807.42,34237.66,21784.2,752074468.65,33880.79
2021-07-08,33934.31,32108.68,33880.79,47884.76,1573967671.27,32874.01
2021-07-09,34076.49,32274.31,32874.01,25677.95,853165387.13,33804.2
2021-07-10,34253.5,33030.16,33804.2,19345.51,651899496.99,33515.13
2021-07-11,34595.69,33335.4,33515.13,15724.2,533337900.01,34249.3
2021-07-12,34658.46,32660.38,34249.3,31074.01,1039311244.06,33088.51
2021-07-13,33335.54,32206.14,33088.51,25562.97,837278173.94,32737.47
2021-07-14,33099.2,31601.99,32737.47,25896.13,838161190.59,32881.58
